,state,county,candidate,party,voteStates,lead
10799,Minnesota,Chisago County,Jo Jorgensen,LIB,464,Joe Biden
10800,Minnesota,Chisago County,Howie Hawkins,GRN,111,Joe Biden
10801,Minnesota,Chisago County,Rocky De La Fuente,ALI,70,Joe Biden
10802,Minnesota,Chisago County,Brock Pierce,IND,68,Joe Biden
10803,Minnesota,Chisago County,Kanye West,IND,53,Joe Biden
10804,Minnesota,Chisago County,Gloria La Riva,PSL,8,Joe Biden
10805,Minnesota,Chisago County,Alyson Kennedy,SWP,1,Joe Biden
10806,Minnesota,Clay County,Joe Biden,DEM,16345,Joe Biden
10807,Minnesota,Clay County,Donald Trump,REP,15031,Joe Biden
10808,Minnesota,Clay County,Jo Jorgensen,LIB,410,Joe Biden
10809,Minnesota,Clay County,Howie Hawkins,GRN,101,Joe Biden
10810,Minnesota,Clay County, Write-ins,WRI,101,Joe Biden
10811,Minnesota,Clay County,Kanye West,IND,79,Joe Biden
10812,Minnesota,Clay County,Rocky De La Fuente,ALI,76,Joe Biden
10813,Minnesota,Clay County,Brock Pierce,IND,57,Joe Biden
10814,Minnesota,Clay County,Gloria La Riva,PSL,9,Joe Biden
10815,Minnesota,Clay County,Alyson Kennedy,SWP,6,Joe Biden
10816,Minnesota,Clearwater County,Donald Trump,REP,3371,Joe Biden
10817,Minnesota,Clearwater County,Joe Biden,DEM,1258,Joe Biden
10818,Minnesota,Clearwater County,Jo Jorgensen,LIB,28,Joe Biden
10819,Minnesota,Clearwater County,Howie Hawkins,GRN,14,Joe Biden
10820,Minnesota,Clearwater County,Kanye West,IND,12,Joe Biden
10821,Minnesota,Clearwater County, Write-ins,WRI,9,Joe Biden
10822,Minnesota,Clearwater County,Brock Pierce,IND,8,Joe Biden
10823,Minnesota,Clearwater County,Rocky De La Fuente,ALI,4,Joe Biden
10824,Minnesota,Clearwater County,Gloria La Riva,PSL,1,Joe Biden
10825,Minnesota,Clearwater County,Alyson Kennedy,SWP,0,Joe Biden
10826,Minnesota,Cook County,Joe Biden,DEM,2494,Joe Biden
10827,Minnesota,Cook County,Donald Trump,REP,1202,Joe Biden
10828,Minnesota,Cook County,Jo Jorgensen,LIB,35,Joe Biden
10829,Minnesota,Cook County,Kanye West,IND,16,Joe Biden
10830,Minnesota,Cook County,Howie Hawkins,GRN,15,Joe Biden
10831,Minnesota,Cook County,Brock Pierce,IND,9,Joe Biden
10832,Minnesota,Cook County,Rocky De La Fuente,ALI,5,Joe Biden
10833,Minnesota,Cook County,Gloria La Riva,PSL,3,Joe Biden
10834,Minnesota,Cook County,Alyson Kennedy,SWP,2,Joe Biden
10835,Minnesota,Cottonwood County,Donald Trump,REP,4164,Joe Biden
10836,Minnesota,Cottonwood County,Joe Biden,DEM,1834,Joe Biden
10837,Minnesota,Cottonwood County,Jo Jorgensen,LIB,54,Joe Biden
10838,Minnesota,Cottonwood County,Howie Hawkins,GRN,13,Joe Biden
10839,Minnesota,Cottonwood County,Kanye West,IND,11,Joe Biden
10840,Minnesota,Cottonwood County,Brock Pierce,IND,10,Joe Biden
10841,Minnesota,Cottonwood County,Rocky De La Fuente,ALI,9,Joe Biden
10842,Minnesota,Cottonwood County,Alyson Kennedy,SWP,0,Joe Biden
10843,Minnesota,Cottonwood County,Gloria La Riva,PSL,0,Joe Biden
10844,Minnesota,Crow Wing County,Donald Trump,REP,25668,Joe Biden
10845,Minnesota,Crow Wing County,Joe Biden,DEM,13723,Joe Biden
10846,Minnesota,Crow Wing County,Jo Jorgensen,LIB,357,Joe Biden
10847,Minnesota,Crow Wing County,Howie Hawkins,GRN,92,Joe Biden
10848,Minnesota,Crow Wing County,Kanye West,IND,81,Joe Biden
10849,Minnesota,Crow Wing County,Brock Pierce,IND,66,Joe Biden
10850,Minnesota,Crow Wing County,Rocky De La Fuente,ALI,61,Joe Biden
10851,Minnesota,Crow Wing County,Gloria La Riva,PSL,9,Joe Biden
10852,Minnesota,Crow Wing County,Alyson Kennedy,SWP,5,Joe Biden
10853,Minnesota,Dakota County,Joe Biden,DEM,145206,Joe Biden
10854,Minnesota,Dakota County,Donald Trump,REP,109033,Joe Biden
10855,Minnesota,Dakota County,Jo Jorgensen,LIB,2980,Joe Biden
10856,Minnesota,Dakota County,Howie Hawkins,GRN,840,Joe Biden
10857,Minnesota,Dakota County,Kanye West,IND,619,Joe Biden
10858,Minnesota,Dakota County,Rocky De La Fuente,ALI,547,Joe Biden
10859,Minnesota,Dakota County,Brock Pierce,IND,490,Joe Biden
10860,Minnesota,Dakota County,Gloria La Riva,PSL,123,Joe Biden
10861,Minnesota,Dakota County,Alyson Kennedy,SWP,79,Joe Biden
10862,Minnesota,Dodge County,Donald Trump,REP,8574,Joe Biden
10863,Minnesota,Dodge County,Joe Biden,DEM,4074,Joe Biden
10864,Minnesota,Dodge County,Jo Jorgensen,LIB,167,Joe Biden
10865,Minnesota,Dodge County,Howie Hawkins,GRN,39,Joe Biden
10866,Minnesota,Dodge County,Kanye West,IND,30,Joe Biden
10867,Minnesota,Dodge County,Rocky De La Fuente,ALI,26,Joe Biden
10868,Minnesota,Dodge County,Brock Pierce,IND,23,Joe Biden
10869,Minnesota,Dodge County,Alyson Kennedy,SWP,15,Joe Biden
10870,Minnesota,Dodge County,Gloria La Riva,PSL,5,Joe Biden
10871,Minnesota,Dodge County, Write-ins,WRI,0,Joe Biden
10872,Minnesota,Douglas County,Donald Trump,REP,15790,Joe Biden
10873,Minnesota,Douglas County,Joe Biden,DEM,7864,Joe Biden
10874,Minnesota,Douglas County,Jo Jorgensen,LIB,237,Joe Biden
10875,Minnesota,Douglas County,Brock Pierce,IND,57,Joe Biden
10876,Minnesota,Douglas County,Howie Hawkins,GRN,56,Joe Biden
10877,Minnesota,Douglas County,Kanye West,IND,55,Joe Biden
10878,Minnesota,Douglas County,Rocky De La Fuente,ALI,40,Joe Biden
10879,Minnesota,Douglas County,Alyson Kennedy,SWP,5,Joe Biden
10880,Minnesota,Douglas County,Gloria La Riva,PSL,2,Joe Biden
10881,Minnesota,Faribault County,Donald Trump,REP,5186,Joe Biden
10882,Minnesota,Faribault County,Joe Biden,DEM,2529,Joe Biden
10883,Minnesota,Faribault County,Jo Jorgensen,LIB,72,Joe Biden
10884,Minnesota,Faribault County,Kanye West,IND,31,Joe Biden
10885,Minnesota,Faribault County,Brock Pierce,IND,24,Joe Biden
10886,Minnesota,Faribault County,Rocky De La Fuente,ALI,21,Joe Biden
10887,Minnesota,Faribault County,Howie Hawkins,GRN,19,Joe Biden
10888,Minnesota,Faribault County,Gloria La Riva,PSL,2,Joe Biden
10889,Minnesota,Faribault County,Alyson Kennedy,SWP,1,Joe Biden
10890,Minnesota,Fillmore County,Donald Trump,REP,7298,Joe Biden
10891,Minnesota,Fillmore County,Joe Biden,DEM,4551,Joe Biden
10892,Minnesota,Fillmore County,Jo Jorgensen,LIB,135,Joe Biden
10893,Minnesota,Fillmore County,Kanye West,IND,36,Joe Biden
10894,Minnesota,Fillmore County,Rocky De La Fuente,ALI,34,Joe Biden
10895,Minnesota,Fillmore County,Howie Hawkins,GRN,24,Joe Biden
10896,Minnesota,Fillmore County,Brock Pierce,IND,19,Joe Biden
10897,Minnesota,Fillmore County,Alyson Kennedy,SWP,4,Joe Biden
10898,Minnesota,Fillmore County,Gloria La Riva,PSL,0,Joe Biden
10899,Minnesota,Freeborn County,Donald Trump,REP,9578,Joe Biden
10900,Minnesota,Freeborn County,Joe Biden,DEM,6889,Joe Biden
10901,Minnesota,Freeborn County,Jo Jorgensen,LIB,146,Joe Biden
10902,Minnesota,Freeborn County,Howie Hawkins,GRN,51,Joe Biden
10903,Minnesota,Freeborn County,Kanye West,IND,49,Joe Biden
10904,Minnesota,Freeborn County,Rocky De La Fuente,ALI,38,Joe Biden
10905,Minnesota,Freeborn County,Brock Pierce,IND,26,Joe Biden
10906,Minnesota,Freeborn County,Gloria La Riva,PSL,10,Joe Biden
10907,Minnesota,Freeborn County,Alyson Kennedy,SWP,4,Joe Biden
10908,Minnesota,Goodhue County,Donald Trump,REP,16052,Joe Biden
10909,Minnesota,Goodhue County,Joe Biden,DEM,11802,Joe Biden
10910,Minnesota,Goodhue County,Jo Jorgensen,LIB,397,Joe Biden
10911,Minnesota,Goodhue County,Howie Hawkins,GRN,102,Joe Biden
10912,Minnesota,Goodhue County,Brock Pierce,IND,65,Joe Biden
10913,Minnesota,Goodhue County,Rocky De La Fuente,ALI,64,Joe Biden
10914,Minnesota,Goodhue County,Kanye West,IND,64,Joe Biden
10915,Minnesota,Goodhue County,Alyson Kennedy,SWP,9,Joe Biden
10916,Minnesota,Goodhue County,Gloria La Riva,PSL,8,Joe Biden
10917,Minnesota,Grant County,Donald Trump,REP,2267,Joe Biden
10918,Minnesota,Grant County,Joe Biden,DEM,1299,Joe Biden
10919,Minnesota,Grant County,Jo Jorgensen,LIB,43,Joe Biden
10920,Minnesota,Grant County,Brock Pierce,IND,10,Joe Biden
10921,Minnesota,Grant County,Kanye West,IND,10,Joe Biden
10922,Minnesota,Grant County,Howie Hawkins,GRN,8,Joe Biden
10923,Minnesota,Grant County,Rocky De La Fuente,ALI,7,Joe Biden
10924,Minnesota,Grant County,Alyson Kennedy,SWP,2,Joe Biden
10925,Minnesota,Grant County,Gloria La Riva,PSL,1,Joe Biden
10926,Minnesota,Hennepin County,Joe Biden,DEM,532373,Joe Biden
10927,Minnesota,Hennepin County,Donald Trump,REP,205877,Joe Biden
10928,Minnesota,Hennepin County,Jo Jorgensen,LIB,7516,Joe Biden
10929,Minnesota,Hennepin County,Howie Hawkins,GRN,2446,Joe Biden
10930,Minnesota,Hennepin County,Kanye West,IND,1932,Joe Biden
10931,Minnesota,Hennepin County,Rocky De La Fuente,ALI,1037,Joe Biden
10932,Minnesota,Hennepin County,Brock Pierce,IND,1025,Joe Biden
10933,Minnesota,Hennepin County,Gloria La Riva,PSL,448,Joe Biden
10934,Minnesota,Hennepin County,Alyson Kennedy,SWP,164,Joe Biden
10935,Minnesota,Houston County,Donald Trump,REP,6332,Joe Biden
10936,Minnesota,Houston County,Joe Biden,DEM,4851,Joe Biden
10937,Minnesota,Houston County,Jo Jorgensen,LIB,113,Joe Biden
10938,Minnesota,Houston County,Brock Pierce,IND,32,Joe Biden
10939,Minnesota,Houston County,Howie Hawkins,GRN,29,Joe Biden
10940,Minnesota,Houston County,Kanye West,IND,29,Joe Biden
10941,Minnesota,Houston County, Write-ins,WRI,21,Joe Biden
10942,Minnesota,Houston County,Rocky De La Fuente,ALI,20,Joe Biden
10943,Minnesota,Houston County,Alyson Kennedy,SWP,4,Joe Biden
10944,Minnesota,Houston County,Gloria La Riva,PSL,4,Joe Biden
10945,Minnesota,Hubbard County,Donald Trump,REP,8202,Joe Biden
10946,Minnesota,Hubbard County,Joe Biden,DEM,4462,Joe Biden
10947,Minnesota,Hubbard County,Jo Jorgensen,LIB,134,Joe Biden
10948,Minnesota,Hubbard County,Howie Hawkins,GRN,48,Joe Biden
10949,Minnesota,Hubbard County,Kanye West,IND,30,Joe Biden
10950,Minnesota,Hubbard County,Brock Pierce,IND,24,Joe Biden
10951,Minnesota,Hubbard County,Rocky De La Fuente,ALI,23,Joe Biden
10952,Minnesota,Hubbard County,Alyson Kennedy,SWP,2,Joe Biden
10953,Minnesota,Hubbard County,Gloria La Riva,PSL,2,Joe Biden
10954,Minnesota,Isanti County,Donald Trump,REP,16484,Joe Biden
10955,Minnesota,Isanti County,Joe Biden,DEM,7134,Joe Biden
10956,Minnesota,Isanti County,Jo Jorgensen,LIB,304,Joe Biden
10957,Minnesota,Isanti County,Howie Hawkins,GRN,79,Joe Biden
10958,Minnesota,Isanti County,Kanye West,IND,53,Joe Biden
10959,Minnesota,Isanti County,Rocky De La Fuente,ALI,51,Joe Biden
10960,Minnesota,Isanti County,Brock Pierce,IND,34,Joe Biden
10961,Minnesota,Isanti County,Gloria La Riva,PSL,7,Joe Biden
10962,Minnesota,Isanti County,Alyson Kennedy,SWP,5,Joe Biden
10963,Minnesota,Itasca County,Donald Trump,REP,15232,Joe Biden
10964,Minnesota,Itasca County,Joe Biden,DEM,10784,Joe Biden
10965,Minnesota,Itasca County,Jo Jorgensen,LIB,247,Joe Biden
10966,Minnesota,Itasca County,Howie Hawkins,GRN,77,Joe Biden
10967,Minnesota,Itasca County,Kanye West,IND,63,Joe Biden
10968,Minnesota,Itasca County,Brock Pierce,IND,50,Joe Biden
10969,Minnesota,Itasca County,Rocky De La Fuente,ALI,44,Joe Biden
10970,Minnesota,Itasca County,Alyson Kennedy,SWP,3,Joe Biden
10971,Minnesota,Itasca County,Gloria La Riva,PSL,2,Joe Biden
10972,Minnesota,Itasca County, Write-ins,WRI,0,Joe Biden
10973,Minnesota,Jackson County,Donald Trump,REP,3945,Joe Biden
10974,Minnesota,Jackson County,Joe Biden,DEM,1744,Joe Biden
10975,Minnesota,Jackson County,Jo Jorgensen,LIB,53,Joe Biden
10976,Minnesota,Jackson County,Brock Pierce,IND,19,Joe Biden
10977,Minnesota,Jackson County,Kanye West,IND,19,Joe Biden
10978,Minnesota,Jackson County,Rocky De La Fuente,ALI,15,Joe Biden
10979,Minnesota,Jackson County,Howie Hawkins,GRN,12,Joe Biden
10980,Minnesota,Jackson County,Alyson Kennedy,SWP,2,Joe Biden
10981,Minnesota,Jackson County,Gloria La Riva,PSL,0,Joe Biden
10982,Minnesota,Kanabec County,Donald Trump,REP,6276,Joe Biden
10983,Minnesota,Kanabec County,Joe Biden,DEM,2773,Joe Biden
10984,Minnesota,Kanabec County,Jo Jorgensen,LIB,93,Joe Biden
10985,Minnesota,Kanabec County,Howie Hawkins,GRN,23,Joe Biden
10986,Minnesota,Kanabec County,Brock Pierce,IND,21,Joe Biden
10987,Minnesota,Kanabec County,Kanye West,IND,17,Joe Biden
10988,Minnesota,Kanabec County,Rocky De La Fuente,ALI,12,Joe Biden
10989,Minnesota,Kanabec County,Gloria La Riva,PSL,5,Joe Biden
10990,Minnesota,Kanabec County,Alyson Kennedy,SWP,1,Joe Biden
10991,Minnesota,Kandiyohi County,Donald Trump,REP,14433,Joe Biden
10992,Minnesota,Kandiyohi County,Joe Biden,DEM,8434,Joe Biden
10993,Minnesota,Kandiyohi County,Jo Jorgensen,LIB,211,Joe Biden
10994,Minnesota,Kandiyohi County,Kanye West,IND,63,Joe Biden
10995,Minnesota,Kandiyohi County,Howie Hawkins,GRN,53,Joe Biden
10996,Minnesota,Kandiyohi County,Brock Pierce,IND,47,Joe Biden
10997,Minnesota,Kandiyohi County,Rocky De La Fuente,ALI,44,Joe Biden
10998,Minnesota,Kandiyohi County,Alyson Kennedy,SWP,11,Joe Biden
10999,Minnesota,Kandiyohi County,Gloria La Riva,PSL,5,Joe Biden
11000,Minnesota,Kittson County,Donald Trump,REP,1545,Joe Biden
11001,Minnesota,Kittson County,Joe Biden,DEM,1006,Joe Biden
11002,Minnesota,Kittson County,Jo Jorgensen,LIB,44,Joe Biden
11003,Minnesota,Kittson County,Kanye West,IND,12,Joe Biden
11004,Minnesota,Kittson County, Write-ins,WRI,9,Joe Biden
11005,Minnesota,Kittson County,Howie Hawkins,GRN,8,Joe Biden
11006,Minnesota,Kittson County,Rocky De La Fuente,ALI,7,Joe Biden
11007,Minnesota,Kittson County,Brock Pierce,IND,7,Joe Biden
11008,Minnesota,Kittson County,Alyson Kennedy,SWP,0,Joe Biden
11009,Minnesota,Kittson County,Gloria La Riva,PSL,0,Joe Biden
11010,Minnesota,Koochiching County,Donald Trump,REP,4131,Joe Biden
11011,Minnesota,Koochiching County,Joe Biden,DEM,2657,Joe Biden
11012,Minnesota,Koochiching County,Jo Jorgensen,LIB,60,Joe Biden
11013,Minnesota,Koochiching County,Howie Hawkins,GRN,17,Joe Biden
11014,Minnesota,Koochiching County, Write-ins,WRI,17,Joe Biden
11015,Minnesota,Koochiching County,Kanye West,IND,14,Joe Biden
11016,Minnesota,Koochiching County,Rocky De La Fuente,ALI,13,Joe Biden
11017,Minnesota,Koochiching County,Brock Pierce,IND,10,Joe Biden
11018,Minnesota,Koochiching County,Gloria La Riva,PSL,1,Joe Biden
11019,Minnesota,Koochiching County,Alyson Kennedy,SWP,0,Joe Biden
11020,Minnesota,Lac qui Parle County,Donald Trump,REP,2527,Joe Biden
11021,Minnesota,Lac qui Parle County,Joe Biden,DEM,1445,Joe Biden
11022,Minnesota,Lac qui Parle County,Jo Jorgensen,LIB,20,Joe Biden
11023,Minnesota,Lac qui Parle County,Brock Pierce,IND,14,Joe Biden
11024,Minnesota,Lac qui Parle County,Kanye West,IND,13,Joe Biden
11025,Minnesota,Lac qui Parle County,Howie Hawkins,GRN,7,Joe Biden
11026,Minnesota,Lac qui Parle County, Write-ins,WRI,7,Joe Biden
11027,Minnesota,Lac qui Parle County,Rocky De La Fuente,ALI,5,Joe Biden
11028,Minnesota,Lac qui Parle County,Alyson Kennedy,SWP,1,Joe Biden
11029,Minnesota,Lac qui Parle County,Gloria La Riva,PSL,0,Joe Biden
11030,Minnesota,Lake County,Joe Biden,DEM,3646,Joe Biden
11031,Minnesota,Lake County,Donald Trump,REP,3392,Joe Biden
11032,Minnesota,Lake County,Jo Jorgensen,LIB,78,Joe Biden
11033,Minnesota,Lake County,Howie Hawkins,GRN,26,Joe Biden
11034,Minnesota,Lake County, Write-ins,WRI,19,Joe Biden
11035,Minnesota,Lake County,Kanye West,IND,18,Joe Biden
11036,Minnesota,Lake County,Brock Pierce,IND,10,Joe Biden
11037,Minnesota,Lake County,Rocky De La Fuente,ALI,8,Joe Biden
11038,Minnesota,Lake County,Gloria La Riva,PSL,2,Joe Biden
11039,Minnesota,Lake County,Alyson Kennedy,SWP,1,Joe Biden
11040,Minnesota,Lake of the Woods County,Donald Trump,REP,1704,Joe Biden
11041,Minnesota,Lake of the Woods County,Joe Biden,DEM,671,Joe Biden
11042,Minnesota,Lake of the Woods County,Jo Jorgensen,LIB,22,Joe Biden
11043,Minnesota,Lake of the Woods County,Howie Hawkins,GRN,4,Joe Biden
11044,Minnesota,Lake of the Woods County,Kanye West,IND,3,Joe Biden
11045,Minnesota,Lake of the Woods County,Rocky De La Fuente,ALI,1,Joe Biden
11046,Minnesota,Lake of the Woods County,Alyson Kennedy,SWP,0,Joe Biden
11047,Minnesota,Lake of the Woods County,Gloria La Riva,PSL,0,Joe Biden
11048,Minnesota,Lake of the Woods County,Brock Pierce,IND,0,Joe Biden
11049,Minnesota,Le Sueur County,Donald Trump,REP,10774,Joe Biden
11050,Minnesota,Le Sueur County,Joe Biden,DEM,5669,Joe Biden
11051,Minnesota,Le Sueur County,Jo Jorgensen,LIB,169,Joe Biden
11052,Minnesota,Le Sueur County,Howie Hawkins,GRN,42,Joe Biden
11053,Minnesota,Le Sueur County,Kanye West,IND,42,Joe Biden
11054,Minnesota,Le Sueur County,Brock Pierce,IND,36,Joe Biden
11055,Minnesota,Le Sueur County,Rocky De La Fuente,ALI,35,Joe Biden
11056,Minnesota,Le Sueur County,Alyson Kennedy,SWP,4,Joe Biden
11057,Minnesota,Le Sueur County,Gloria La Riva,PSL,1,Joe Biden
11058,Minnesota,Lincoln County,Donald Trump,REP,2120,Joe Biden
11059,Minnesota,Lincoln County,Joe Biden,DEM,937,Joe Biden
11060,Minnesota,Lincoln County,Jo Jorgensen,LIB,23,Joe Biden
11061,Minnesota,Lincoln County,Rocky De La Fuente,ALI,9,Joe Biden
11062,Minnesota,Lincoln County,Kanye West,IND,8,Joe Biden
11063,Minnesota,Lincoln County,Howie Hawkins,GRN,6,Joe Biden
11064,Minnesota,Lincoln County,Brock Pierce,IND,6,Joe Biden
11065,Minnesota,Lincoln County, Write-ins,WRI,3,Joe Biden
11066,Minnesota,Lincoln County,Alyson Kennedy,SWP,1,Joe Biden
11067,Minnesota,Lincoln County,Gloria La Riva,PSL,1,Joe Biden
11068,Minnesota,Lyon County,Donald Trump,REP,7975,Joe Biden
11069,Minnesota,Lyon County,Joe Biden,DEM,4624,Joe Biden
11070,Minnesota,Lyon County,Jo Jorgensen,LIB,139,Joe Biden
11071,Minnesota,Lyon County,Kanye West,IND,31,Joe Biden
11072,Minnesota,Lyon County, Write-ins,WRI,29,Joe Biden
11073,Minnesota,Lyon County,Howie Hawkins,GRN,28,Joe Biden
11074,Minnesota,Lyon County,Rocky De La Fuente,ALI,23,Joe Biden
11075,Minnesota,Lyon County,Brock Pierce,IND,21,Joe Biden
11076,Minnesota,Lyon County,Gloria La Riva,PSL,4,Joe Biden
11077,Minnesota,Lyon County,Alyson Kennedy,SWP,3,Joe Biden
11078,Minnesota,McLeod County,Donald Trump,REP,13982,Joe Biden
11079,Minnesota,McLeod County,Joe Biden,DEM,6410,Joe Biden
11080,Minnesota,McLeod County,Jo Jorgensen,LIB,292,Joe Biden
11081,Minnesota,McLeod County,Howie Hawkins,GRN,58,Joe Biden
11082,Minnesota,McLeod County,Brock Pierce,IND,47,Joe Biden
11083,Minnesota,McLeod County,Rocky De La Fuente,ALI,41,Joe Biden
11084,Minnesota,McLeod County,Kanye West,IND,40,Joe Biden
11085,Minnesota,McLeod County,Alyson Kennedy,SWP,9,Joe Biden
11086,Minnesota,McLeod County,Gloria La Riva,PSL,2,Joe Biden
11087,Minnesota,Mahnomen County,Donald Trump,REP,1142,Joe Biden
11088,Minnesota,Mahnomen County,Joe Biden,DEM,1110,Joe Biden
11089,Minnesota,Mahnomen County,Kanye West,IND,12,Joe Biden
11090,Minnesota,Mahnomen County,Rocky De La Fuente,ALI,10,Joe Biden
11091,Minnesota,Mahnomen County,Jo Jorgensen,LIB,9,Joe Biden
11092,Minnesota,Mahnomen County,Howie Hawkins,GRN,6,Joe Biden
11093,Minnesota,Mahnomen County,Brock Pierce,IND,6,Joe Biden
11094,Minnesota,Mahnomen County,Gloria La Riva,PSL,4,Joe Biden
11095,Minnesota,Mahnomen County, Write-ins,WRI,2,Joe Biden
11096,Minnesota,Mahnomen County,Alyson Kennedy,SWP,1,Joe Biden
11097,Minnesota,Marshall County,Donald Trump,REP,3716,Joe Biden
11098,Minnesota,Marshall County,Joe Biden,DEM,1293,Joe Biden
11099,Minnesota,Marshall County,Jo Jorgensen,LIB,36,Joe Biden
11100,Minnesota,Marshall County,Brock Pierce,IND,15,Joe Biden
11101,Minnesota,Marshall County,Rocky De La Fuente,ALI,13,Joe Biden
11102,Minnesota,Marshall County,Kanye West,IND,11,Joe Biden
11103,Minnesota,Marshall County,Howie Hawkins,GRN,8,Joe Biden
11104,Minnesota,Marshall County,Gloria La Riva,PSL,1,Joe Biden
11105,Minnesota,Marshall County,Alyson Kennedy,SWP,0,Joe Biden
11106,Minnesota,Martin County,Donald Trump,REP,7476,Joe Biden
11107,Minnesota,Martin County,Joe Biden,DEM,3304,Joe Biden
11108,Minnesota,Martin County,Jo Jorgensen,LIB,98,Joe Biden
11109,Minnesota,Martin County,Howie Hawkins,GRN,58,Joe Biden
11110,Minnesota,Martin County, Write-ins,WRI,30,Joe Biden
11111,Minnesota,Martin County,Kanye West,IND,29,Joe Biden
11112,Minnesota,Martin County,Brock Pierce,IND,20,Joe Biden
11113,Minnesota,Martin County,Rocky De La Fuente,ALI,18,Joe Biden
11114,Minnesota,Martin County,Alyson Kennedy,SWP,3,Joe Biden
11115,Minnesota,Martin County,Gloria La Riva,PSL,2,Joe Biden
11116,Minnesota,Meeker County,Donald Trump,REP,9352,Joe Biden
11117,Minnesota,Meeker County,Joe Biden,DEM,3865,Joe Biden
11118,Minnesota,Meeker County,Jo Jorgensen,LIB,122,Joe Biden
11119,Minnesota,Meeker County,Kanye West,IND,45,Joe Biden
11120,Minnesota,Meeker County,Howie Hawkins,GRN,41,Joe Biden
11121,Minnesota,Meeker County,Brock Pierce,IND,31,Joe Biden
11122,Minnesota,Meeker County,Rocky De La Fuente,ALI,29,Joe Biden
11123,Minnesota,Meeker County,Gloria La Riva,PSL,2,Joe Biden
11124,Minnesota,Meeker County,Alyson Kennedy,SWP,0,Joe Biden
11125,Minnesota,Mille Lacs County,Donald Trump,REP,9948,Joe Biden
11126,Minnesota,Mille Lacs County,Joe Biden,DEM,4401,Joe Biden
11127,Minnesota,Mille Lacs County,Jo Jorgensen,LIB,180,Joe Biden
11128,Minnesota,Mille Lacs County,Kanye West,IND,36,Joe Biden
11129,Minnesota,Mille Lacs County,Howie Hawkins,GRN,31,Joe Biden
11130,Minnesota,Mille Lacs County,Rocky De La Fuente,ALI,28,Joe Biden
11131,Minnesota,Mille Lacs County,Brock Pierce,IND,25,Joe Biden
11132,Minnesota,Mille Lacs County,Alyson Kennedy,SWP,5,Joe Biden
11133,Minnesota,Mille Lacs County,Gloria La Riva,PSL,4,Joe Biden
11134,Minnesota,Morrison County,Donald Trump,REP,14815,Joe Biden
11135,Minnesota,Morrison County,Joe Biden,DEM,4365,Joe Biden
11136,Minnesota,Morrison County,Jo Jorgensen,LIB,173,Joe Biden
